;additionalInfos;authorFirstname;authorLastname;correctionsAfter1938;firstEditionPublicationPlace;firstEditionPublicationYear;firstEditionPublisher;ocrResult;pageNumberInOCRDocument;secondEditionPublicationPlace;secondEditionPublicationYear;secondEditionPublisher;ssFlag;title
5500;;Heinrich;Stroebel;;Hagen;1926;»Das andere Deutschland«;Stroebel, Heinrich: Steuerschande u. Wirtschaftsbetrug. Hagen: »Das andere Deutschland« 1926.;145;Hagen;1926;»Das andere Deutschland«;False;Steuerschande u. Wirtschaftsbetrug
5501;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Paul;Schindler;;Steyl;1938;Missionsdruckerei;Schindler, P(aul): Die Weltgefahr des Bolschewismus. — Steyl: Missions¬druckerei 1938.;15;Steyl;1938;Missionsdruckerei;True;Die Weltgefahr des Bolschewismus
5502;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Hanns;Krause;;Stuttgart;1939;Loewe = Bücher d. Jungen. 11.;Krause, Hanns: Spion im C-Werk. — Stuttgart: Loewe (1939) = Bücher d. Jungen. 11.;11;Stuttgart;1939;Loewe = Bücher d. Jungen. 11.;False;Spion im C-Werk
5503;;Johannes;Pinsk;;Paderborn;1935;Bonifacius-Druckerei;Pinsk, Johannes: Die Kirche Christi als Kirche der Völker. Paderborn: Bonifacius-Druckerei 1935.;110;Paderborn;1935;Bonifacius-Druckerei;False;Die Kirche Christi als Kirche der Völker
5504;;Jan;Waśniewski;;Warschau;1932;Tow. wyd. Roj;Waśniewski, Jan: Na podszybiu [Im Bergwerk]. Warschau: Tow. wyd. Roj 1932.;157;Warschau;1932;Tow. wyd. Roj;True;Na podszybiu [Im Bergwerk]
5505;;Fritz;Wecker;;Berlin;1928;Gersbach;Wecker, Fritz: Unsere Landesverräter. Berlin: Gersbach 1928.;158;Berlin;1928;Gersbach;False;Unsere Landesverräter
5506;;Reinhold;Wulle;;Leipzig;1931;Köhler;Wulle, Reinhold: Die Sendung des Nordens. Leipzig: Köhler 1931.;165;Leipzig;1931;Köhler;False;Die Sendung des Nordens
5507;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Hendrik Willem van;Loon;;;;;Loon, Hendrik Willem van: sämtliche Schriften.;12;;;;True;sämtliche Schriften
5508;;Ruth Mack;Brunswick;;Wien;1929;Internat. Psychoanalyt. Verl.;Brunswick, Ruth Mack: Die Analyse eines Eifersuchtswahnes. Wien: Internat. Psychoanalyt. Verl. 1929.;18;Wien;1929;Internat. Psychoanalyt. Verl.;False;Die Analyse eines Eifersuchtswahnes
5509;;Felix;Sernau;;) Berlin;1930;Sexualkundl. Verl. Dr. Behrens;Sernau, Felix: Das geheime Laster. (Die Sünde der Hände.) Berlin: Sexualkundl. Verl. Dr. Behrens 1930.;136;) Berlin;1930;Sexualkundl. Verl. Dr. Behrens;False;Das geheime Laster. (Die Sünde der Hände
5510;;Justin;Richter;;Rudolstadt;1928;Greifenverl;Richter, Justin: Die in ihre Hände fallen ...! Rudolstadt: Greifenverl. 1928.;0;Rudolstadt;1928;Greifenverl;False;Die in ihre Hände fallen ...!
5511;;August;Weitzel;;Frankfurt;1931;Geograph. Verl.Anst.;Weitzel, August: Deutschlands Neugliederung in 12 Reichsländer nach dem Frankfurter Entwurf. Frankfurt: Geograph. Verl.Anst. 1931.;158;Frankfurt;1931;Geograph. Verl.Anst.;False;Deutschlands Neugliederung in 12 Reichsländer nach dem Frankfurter Entwurf
5512;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 165.";Hans von;Wyl;;;;;"Wyl, Hans von: sämtliche Schriften.

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 165.

";21;;;;True;sämtliche Schriften
5513;;Th. v.;Rheine;;Berlin;1932;Sexualwiss. Verl.-Anst.;Rheine, Th. v.: Der Sadismus in Einzeldarstellungen. Berlin: Sexualwiss. Verl.-Anst. 1932.;119;Berlin;1932;Sexualwiss. Verl.-Anst.;False;Der Sadismus in Einzeldarstellungen
5514;;Maurice;Dekobra;;;;;Dekobra, Maurice: Sämtliche Schriften.;24;;;;False;Sämtliche Schriften
5515;;Bertha;Suttner;;;;;Suttner, Bertha: Sämtliche Schriften.;146;;;;False;Sämtliche Schriften
5516;;Berthold;Frucht;;;;;Frucht, Berthold: Sämtliche Schriften.;42;;;;False;Sämtliche Schriften
5517;;Anton;Zischka;;Leipzig;1934;Goldmann;Zischka, Anton: Der Kampf um die Weltmacht Oel. Leipzig: Goldmann 1934.;168;Leipzig;1934;Goldmann;False;Der Kampf um die Weltmacht Oel
5518;;Robert;Musil;;Zürich;1936;Humanitas-Verl.;Musil, Robert: Nachlass zu Lebzeiten. Zürich: Humanitas-Verl. 1936.;100;Zürich;1936;Humanitas-Verl.;True;Nachlass zu Lebzeiten
5519;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Denis de;Rougemont;;Zürich u. Leipzig;1941;Rascher;Rougemont, Denis de: Aufgabe oder Selbstaufgabe der Schweiz. — Zü¬rich u. Leipzig: Rascher (1941).;15;Zürich u. Leipzig;1941;Rascher;True;Aufgabe oder Selbstaufgabe der Schweiz
5520;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Edgar;Bonjour;;Zürich;1940;Atlantis-Verl.;Bonjour, Edgar: Die Schweiz und Polen. — Zürich: Atlantis-Verl. (1940). ;2;Zürich;1940;Atlantis-Verl.;True;Die Schweiz und Polen
5521;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Lisa;Wenger;;;;;Wenger, Lisa: sämtliche Schriften.;20;;;;True;sämtliche Schriften
5522;;Alfred;Wolfenstein;;;;;Wolfenstein, Alfred: Sämtliche Schriften.;164;;;;False;Sämtliche Schriften
5523;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 110.";André;Philip;;;;;"Philip, André: sämtliche Schriften.

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 110.

";13;;;;True;sämtliche Schriften
5524;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;N.;Tjurin;;Engels ;1940;Deutscher Staatsverlag ;Tjurin, N.: Das Feldgericht. Drama.— Engels: Deutscher Staatsverlag 1940.;19;Engels ;1940;Deutscher Staatsverlag ;True;Das Feldgericht. Drama
5525;;Wilhelm;Hohoff;;Braunschweig;1921;Rieke;Hohoff, Wilhelm: Die wissenschaftliche u. kulturhistorische Bedeutung der Karl Marxschen Lehren. Braunschweig: Rieke 1921.;61;Braunschweig;1921;Rieke;False;Die wissenschaftliche u. kulturhistorische Bedeutung der Karl Marxschen Lehren
5526;;Cornelius J. A. van;Bruggen;;Zürich;1919;Rascher;Bruggen, Cornelius J. A. van: Das Reich Gottes in Sibirien. Zürich: Rascher 1919.;18;Zürich;1919;Rascher;True;Das Reich Gottes in Sibirien
5527;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Johann;Vogel;;;;;Vogel, Johann, geb. 16. 2. 1881, Bildhauer: sämtliche Schriften.;20;;;;True;sämtliche Schriften
5528;;Leopold;Lichtwitz;;Leiden;1936;Sijthoff;Lichtwitz, Leopold: Pathologie der Funktionen und Regulationen. Leiden: Sijthoff 1936.;85;Leiden;1936;Sijthoff;True;Pathologie der Funktionen und Regulationen
5529;;;;; Wien; 1934;österr. Verband f. volksdt. Auslandsarbeit;Oesterreich und das Auslanddeutschtum. Wien: österr. Verband f. volksdt. Auslandsarbeit 1934.;105; Wien; 1934;österr. Verband f. volksdt. Auslandsarbeit;False;Oesterreich und das Auslanddeutschtum
5530;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Karl-Heinz;Riedel;;Frankfurt a. M;1940;St. Michael-Verl.;Riedel, Karl-Heinz: Edmund Campion. Leben e. Kämpfers f. Christus. — Frankfurt a. M.: St. Michael-Verl. 1940.;15;Frankfurt a. M;1940;St. Michael-Verl.;False;Leben e. Kämpfers f. Christus
5531;;Paul;Levi;;Berlin;1921;Seehof;Levi, Paul: Unser Weg. Berlin: Seehof 1921.;84;Berlin;1921;Seehof;False;Unser Weg
5532;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;Jonas;Fraenkel;;;;;Fraenkel, Jonas: Gottfried Kellers politische Sendung. — Zürich: Oprecht (1939).;6;;;;True;Gottfried Kellers politische Sendung
5533;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Wilhelm August Friedrich;Chmara;;;;;Chmara, Wilhelm August Friedrich: sämtliche Schriften.;3;;;;True;sämtliche Schriften
5534;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Alfred de;Quervain;;Basel;1939;Friedrich Reinhardt;Quervain, Alfred de: Christi Reich und die irdischen Reiche. — Basel: Friedrich Reinhardt (1939).;14;Basel;1939;Friedrich Reinhardt;True;Christi Reich und die irdischen Reiche
5535;;Ewald;Thiesbuerger u. Heinrich Burhenne;;Halle;1937;Marhold;Thiesbuerger, Ewald, u. Heinrich Burhenne: Unsere Kolonien. Halle: Marhold 1937. .;0;Halle;1937;Marhold;False;Unsere Kolonien
5536;;John;Heartfield;;;;;Heartfield, John: Sämtliche Schriften.;55;;;;False;Sämtliche Schriften
5537;;Karl;Herrmann;;Hamburg;1930;Hanseat. Verl.Anst.;Herrmann, Karl: Geheimkrieg. Hamburg: Hanseat. Verl.Anst. 1930.;57;Hamburg;1930;Hanseat. Verl.Anst.;False;Geheimkrieg
5538;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Theodor, Dr. jur.;Fuchs;;;;;Fuchs, Theodor, Dr. jur., geb. 10. 9. 1887: sämtliche Schriften.;5;;;;True;sämtliche Schriften
5539;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Walter;Tritsch;;;;;Tritsch, Walter: sämtliche Schriften.;19;;;;True;sämtliche Schriften
5540;;Hans;Sahl;;Zürich;1938;Oprecht;Sahl, Hans: Jemand. Ein Chorwerk. Zürich: Oprecht 1938.;124;Zürich;1938;Oprecht;True;Jemand. Ein Chorwerk
5541;;Eberhard;Koebel;;Plauen;1933;Wolff;Koebel, Eberhard: Die Heldenfibel. Plauen: Wolff 1933.;74;Plauen;1933;Wolff;False;Die Heldenfibel
5542;;Joachim;Mueller;;Wernigerode;1936;Missionsbund Licht im Osten;Mueller, Joachim: Die Prüfungsstunde der Weltchristenheit. Wernigerode: Missionsbund Licht im Osten 1936.;99;Wernigerode;1936;Missionsbund Licht im Osten;False;Die Prüfungsstunde der Weltchristenheit
5543;;Hans;Bongardt;;Leipzig;1923;Hachmeister & Thal;Bongardt, Hans: Ein großer Prinz aus kleiner Zeit. Leipzig: Hachmeister & Thal 1923.;14;Leipzig;1923;Hachmeister & Thal;False;Ein großer Prinz aus kleiner Zeit
5544;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Henry;Poulaille;;Zürich, Prag;1939;Büchergilde Gutenberg;Poulaille, Henry: Das tägliche Brot. — (Zürich, Prag: Büchergilde Guten¬berg [1939].);14;Zürich, Prag;1939;Büchergilde Gutenberg;True;Das tägliche Brot
5545;;Eugen;Lennhoff;;;;;Lennhoff, Eugen: Sämtliche Schriften.;83;;;;False;Sämtliche Schriften
5546;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;;Kerillis, Henri de, et Raymond Cartier;;Paris;1939;Nouvelle revue critique;Kerillis, Henri de, et Raymond Cartier: Laisserons-nous demémbrer la France? — Paris: Nouvelle revue critique (1939).;8;Paris;1939;Nouvelle revue critique;True;Laisserons-nous demémbrer la France?
5547;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Kurt Clemens;Burkert;;;;;Burkert, Kurt Clemens, geb. 7. 7. 1892: sämtliche Schriften.;3;;;;True;sämtliche Schriften
5548;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S.107.";Karl Otto Wilhelm;Paetel;;;;;"Paetel, Karl Otto Wilhelm: sämtliche Schriften.

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S.107.

";13;;;;True;sämtliche Schriften
5549;;Peter;Merin;;Zürich;1937;Jean Christophe-Verl.;Merin, Peter: Spanien zwischen Tod und Geburt. Zürich: Jean Christophe-Verl. 1937.;94;Zürich;1937;Jean Christophe-Verl.;True;Spanien zwischen Tod und Geburt
5550;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;;Tschaplina (Čaplina), H. (E.) K., u. E. G. Riesel;;Moskau;1940;Staatsverl. f. Lehrbücher;Tschaplina (Čaplina), H. (E.) K., u. E. G. Riesel: Erzählungen und Gedichte. Für d. 8. u. 9. Kl. d. Mittelschule. — Moskau: Staatsverl. f. Lehrbücher 1940.;3;Moskau;1940;Staatsverl. f. Lehrbücher;True;Erzählungen und Gedichte. Für d. 8. u. 9. Kl. d. Mittelschule
5551;;Gustav;Reitmann;;Wien;1937;Glanz;Reitmann, Gustav: Jüdisches Volk antworte! Wien: Glanz 1937.;117;Wien;1937;Glanz;False;Jüdisches Volk antworte!
5552;;Theodor;Reik;;Leiden;1936;Sijthoff;Reik, Theodor: Wir Freud-Schüler. Leiden: Sijthoff 1936.;116;Leiden;1936;Sijthoff;True;Wir Freud-Schüler
5553;;Nadezda K.;Krupskaja;;;;;Krupskaja, Nadezda K.: Sämtliche Schriften.;78;;;;False;Sämtliche Schriften
5554;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;;;;Moskau;1940;Verl. f. fremdsprachige Literatur ;Bestimmungen über die Wahlen zum Obersten Sowjet der UdSSR. Moskau: Verl. f. fremdsprachige Literatur 1940.;2;Moskau;1940;Verl. f. fremdsprachige Literatur ;True;Bestimmungen über die Wahlen zum Obersten Sowjet der UdSSR
5555;;Gustav;Heise;;Berlin;1923;Verl. mod. Lektüre;Heise, Gustav: Die Kandidatenfalle. Berlin: Verl. mod. Lektüre 1923.;56;Berlin;1923;Verl. mod. Lektüre;False;Die Kandidatenfalle
5556;;Lilian T.;Mowrer;;London;1938;Heinemann;Mowrer, Lilian T.: Journalist's wife. London: Heinemann 1938. — New York: Morrow & Co. 1938.;98;London;1938;Heinemann;True;Journalist's wife
5557;;Fritz;Guenther;;Saarbrücken;1937;Saarbrücker Drukkerei;Guenther, Fritz: Feldgrau über Serbien. Saarbrücken: Saarbrücker Drukkerei 1937.;51;Saarbrücken;1937;Saarbrücker Drukkerei;False;Feldgrau über Serbien
5558;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;;;;Basel;;Evang. Buchhdlg.;Kriegszeit und Gotteswort. Predigten. — Basel: Evang. Buchhdlg.;20;Basel;;Evang. Buchhdlg.;True;Kriegszeit und Gotteswort. Predigten. Sämtliche Bände.
5559;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;William;Ebenstein;;Prag;1938;Taussig u. Taussig = Rechts- u. staatswissenschaftliche Studien. 1;"Ebenstein, William: Die rechtsphilosophische Schule der reinen Rechtslehre. — Prag: Taussig u. Taussig 1938 = Rechts- u. staatswissenschaftliche Studien. 1.

";6;Prag;1938;Taussig u. Taussig = Rechts- u. staatswissenschaftliche Studien. 1;False;Die rechtsphilosophische Schule der reinen Rechtslehre
5560;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Albert;Lux;;Strasbourg;1938;Séb. Brandt ;Lux, Albert: Von Goerings Kriegsflugstaffeln in Goerings Zuchthäuser. Strasbourg: Séb. Brandt (1938).;11;Strasbourg;1938;Séb. Brandt ;True;Von Goerings Kriegsflugstaffeln in Goerings Zuchthäuser
5561;;;;; Moskau; 1936;Verlagsgen. ausländ. Arbeiter;Alltag im Kampf. Moskau: Verlagsgen. ausländ. Arbeiter 1936.;3; Moskau; 1936;Verlagsgen. ausländ. Arbeiter;True;Alltag im Kampf
5562;;;;; Paris; 1937;Ed. Nouv. Internat.;Preussen, die Gefahr Europas. Hrsg. von Anna Siemsen. Paris: Ed. Nouv. Internat. 1937.;112; Paris; 1937;Ed. Nouv. Internat.;True;Preussen, die Gefahr Europas. Hrsg. von Anna Siemsen
5563;;Manuel;Humbert;;Paris;1936;Pariser Tageblatt;Humbert, Manuel: Adolf Hitlers Mein Kampf — Dichtung und Wahrheit. Paris: Pariser Tageblatt 1936.;62;Paris;1936;Pariser Tageblatt;True;Adolf Hitlers Mein Kampf — Dichtung und Wahrheit
5564;;Adolf;Uzarski;;München;1922;Delphin-Verl.;Uzarski, Adolf: Das Chamäleon. München: Delphin-Verl. 1922.;151;München;1922;Delphin-Verl.;False;Das Chamäleon
5565;;Fritz;Foregger;;Wien;1913;;Foregger, Fritz: Die Liebespredigt. Wien 1913.;0;Wien;1913;;False;Die Liebespredigt
5566;;Rudolf;Brunngraber;;M.;1933;Societäts-Verl.;Brunngraber, Rudolf: Karl und das 20. Jahrhundert. Frankfurt a. M.: Societäts-Verl. 1933.;18;M.;1933;Societäts-Verl.;False;Karl und das 20. Jahrhundert. Frankfurt a
5567;;Max;Schippel;;;;;Schippel, Max: Sämtliche Schriften.;128;;;;False;Sämtliche Schriften
5568;;Kurt;Falk;;Nürnberg;1891;;Falk, Kurt: Die Bestrebungen der Sozialdemokratie. Nürnberg 1891.;0;Nürnberg;1891;;False;Die Bestrebungen der Sozialdemokratie
5569;;;;; Dresden; 1925;Verl. zur Sonne;Raederwerk der Weltenschicksalsuhr. Dresden: Verl. zur Sonne 1925.;114; Dresden; 1925;Verl. zur Sonne;False;Raederwerk der Weltenschicksalsuhr
5570;;;;; Köln; 1934;P. Fries;Dillinger, Banditenkönig John ~, die Bestie in Menschengestalt. Köln: P. Fries 1934.;26; Köln; 1934;P. Fries;False;Dillinger, Banditenkönig John ~, die Bestie in Menschengestalt
5571;;Erich;Ludendorff;;München;1931;Ludendorff-Verl.;Ludendorff, Erich: Hitlers Verrat der Deutschen an den römischen Papst. München: Ludendorff-Verl. 1931.;88;München;1931;Ludendorff-Verl.;False;Hitlers Verrat der Deutschen an den römischen Papst
5572;;Irene;Forbes-Mosse;;Stuttgart;1923;Dt. Verlagsanst.;Forbes-Mosse, Irene: Laubstreu. Stuttgart: Dt. Verlagsanst. 1923. — Stuttgart: Waldorf-Astoria-Zigarettenfabrik 1926.;39;Stuttgart;1923;Dt. Verlagsanst.;False;Laubstreu
5573;;Sigmund;Kaff;;Wien;1920;Oesterr. Metallarbeiterverband;Kaff, Sigmund: Einigungsämter und Kollektivverträge. Wien: Oesterr. Metallarbeiterverband 1920.;67;Wien;1920;Oesterr. Metallarbeiterverband;False;Einigungsämter und Kollektivverträge
5574;;A.;Warski;;Hamburg;1922;Hoym;Warski, A.: Rosa Luxemburgs Stellung zu den taktischen Problemen der Revolution. Hamburg: Hoym 1922.;157;Hamburg;1922;Hoym;False;Rosa Luxemburgs Stellung zu den taktischen Problemen der Revolution
5575;;Kurt;Robitschek;;;;;Robitschek, Kurt: Sämtliche Schriften.;120;;;;False;Sämtliche Schriften
5576;;Hermann;Schulte-Vaarting;;Berlin;1930;Pfeiffer;Schulte-Vaarting, Hermann: Neubegründung der Psychoanalyse. Berlin: Pfeiffer 1930.;132;Berlin;1930;Pfeiffer;False;Neubegründung der Psychoanalyse
5577;;S.;Ordshonikidse;;Moskau;1935;Verlagsgen. ausländ. Arbeiter;Ordshonikidse, S.: Bericht des Volkskommissariats für Schwerindustrie. Moskau: Verlagsgen. ausländ. Arbeiter 1935.;106;Moskau;1935;Verlagsgen. ausländ. Arbeiter;True;Bericht des Volkskommissariats für Schwerindustrie
5578;;Otto;Hermann;;Hamburg;1920;Barkhof;Hermann, Otto: Aus dem Tagebuch eines Homosexuellen. Hamburg: Barkhof 1920.;57;Hamburg;1920;Barkhof;False;Aus dem Tagebuch eines Homosexuellen
5579;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;Friedrich;Andermann;;Wien, Leipzig, Bern;1937;Verl. f. Medizin;Andermann, Friedrich: Irrtum und Wahrheit der Biologie. — Wien, Leipzig, Bern: Verl. f. Medizin 1937.;0;Wien, Leipzig, Bern;1937;Verl. f. Medizin;False;Irrtum und Wahrheit der Biologie
5580;;;;; Strassburg; 1937;Verl. Neues Europa;Schicksalspiegel, Der ~ für jedermann. Strassburg: Verl. Neues Europa 1937.;127; Strassburg; 1937;Verl. Neues Europa;True;Schicksalspiegel, Der ~ für jedermann
5581;;Martin;Neumann;;Bautzen;1937;Ziesche;Neumann, Martin: Po serbskich pućach [Auf wendischen Wegen]. Bautzen: Ziesche 1937.;102;Bautzen;1937;Ziesche;False;Po serbskich pućach [Auf wendischen Wegen]
5582;;Max;Hochdorf;;;;;Hochdorf, Max: Sämtliche Schriften.;58;;;;False;Sämtliche Schriften
5583;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Wolfgang;Glaesser;;;;;Glaesser, Wolfgang, geb. 9. 9. 1908: sämtliche Schriften.;6;;;;True;sämtliche Schriften
5584;;Mato;Kosyk;;Bautzen;1924;Schmaler;Kosyk, Mato: Psérada Markgrafy Gero. Bautzen: Schmaler 1924.;76;Bautzen;1924;Schmaler;False;Psérada Markgrafy Gero
5585;;Melchior;Wańkowicz;;Warschau;1936/37;Nakl. Biblioteka Polska;Wańkowicz, Melchior: Na tropach Smentka [Auf den Spuren Smenteks]. Warschau: Nakl. Biblioteka Polska 1936/37.;157;Warschau;1936/37;Nakl. Biblioteka Polska;True;Na tropach Smentka [Auf den Spuren Smenteks]
5586;;Emil;Sonnemann;;Stuttgart;1922;Dietz;Sonnemann, Emil: Gerd Wullenweber. Stuttgart: Dietz 1922.;139;Stuttgart;1922;Dietz;False;Gerd Wullenweber
5587;;Heinz;Schmeidler;;Dresden;1930;Reissner;Schmeidler, Heinz: Geschlecht und »Sünde«. Dresden: Reissner 1930.;128;Dresden;1930;Reissner;False;Geschlecht und »Sünde«
5588;;;Grotjahn, Alfred, u. Gustav Radbruch;;Berlin; 1921;Dietz;Grotjahn, Alfred, u. Gustav Radbruch: Die Abtreibung der Leibesfrucht. Berlin: Dietz 1921.;50;Berlin; 1921;Dietz;False;Die Abtreibung der Leibesfrucht
5589;;Josef Michael;Seitz;;Dresden;1923;Verl. d. Schönheit;Seitz, Josef Michael: Back to nature. Dresden: Verl. d. Schönheit 1923.;135;Dresden;1923;Verl. d. Schönheit;False;Back to nature
5590;;;;; Berlin; 1932;Schneller;Geheimverhandlungen, Die ~ zwischen Nazi-Röhm u. Reichsbanner-Mayer. Berlin: Schneller 1932.;44; Berlin; 1932;Schneller;False;Geheimverhandlungen, Die ~ zwischen Nazi-Röhm u. Reichsbanner-Mayer
5591;;Theodor;Tichauer;;Jena;1926;Thüring. Verl.Anst.;Tichauer, Theodor: Soziale Bildung. Jena: Thüring. Verl.Anst. 1926.;148;Jena;1926;Thüring. Verl.Anst.;False;Soziale Bildung
5592;;Karl;Severing;;Bielefeld;1927;Volkswacht;Severing, Karl: 1919/20 in Wetter- und Watterwinkel. Bielefeld: Volkswacht 1927.;136;Bielefeld;1927;Volkswacht;False;1919/20 in Wetter- und Watterwinkel
5593;;Pär;Lagerkvist;;Stockholm;1934;Bonnier;Lagerkvist, Pär: Bödeln. Stockholm: Bonnier 1934.;78;Stockholm;1934;Bonnier;True;Bödeln
5594;;;;;Leipzig;1928;;Gebieter, Der strenge ~. Sadist. Roman. Leipzig 1928.;44;Leipzig;1928;;False;Gebieter, Der strenge ~. Sadist. Roman.
5595;;Werner;Wilke;;Berlin;1936;Müller & Kiepenheuer;Wilke, Werner: Das Buch Hanka. Berlin: Müller & Kiepenheuer 1936.;162;Berlin;1936;Müller & Kiepenheuer;False;Das Buch Hanka
5596;;Anton;Worlitscheck;;München;1935;Huber;Worlitscheck, Anton: Papsttum u. Deutschtum. München: Huber 1935.;164;München;1935;Huber;False;Papsttum u. Deutschtum
5597;;;Alba (Pseud.) s. Baresel, Alfred. Albert, Charles;;Leipzig; 1900;Spohr;Alba (Pseud.) s. Baresel, Alfred. Albert, Charles: Die freie Liebe. Leipzig: Spohr 1900.;2;Leipzig; 1900;Spohr;False;Die freie Liebe
5598;;Anton;Pannekoek;;Leipzig;1914;Leipziger Buchdr.;Pannekoek, Anton: Marxismus und Darwinismus. Leipzig: Leipziger Buchdr. 1914.;107;Leipzig;1914;Leipziger Buchdr.;False;Marxismus und Darwinismus
5599;;;;;;;;Abenteuer, Das grosse ~. Bd 3 s. Muenzer, Michael.;0;;;;False;Abenteuer, Das grosse ~. Bd 3 s. Muenzer, Michael
5600;;L.;Pertschik;;Moskau;1936;Verlagsgen. ausländ. Arbeiter;Pertschik, L.: Moskau gestern, heute und morgen. Moskau: Verlagsgen. ausländ. Arbeiter 1936.;109;Moskau;1936;Verlagsgen. ausländ. Arbeiter;True;Moskau gestern, heute und morgen
5601;;Sandor;Ferenczi;;Wien;1922;Internat. psychoanalyt. Verl.;Ferenczi, Sandor: Populäre Vorträge über Psychoanalyse. Wien: Internat. psychoanalyt. Verl. 1922.;36;Wien;1922;Internat. psychoanalyt. Verl.;False;Populäre Vorträge über Psychoanalyse
5602;;Rolf;Detert-Faust;;Nürnberg;1936;Faust-Verl.;Detert-Faust, Rolf: Das goldene Buch der Frau. Nürnberg: Faust-Verl. 1936.;24;Nürnberg;1936;Faust-Verl.;False;Das goldene Buch der Frau
5603;;;;; Strassburg; 1937;Ed. Prométhée;Okkupation, Die deutsche ~ der Ukraine. Strassburg: Ed. Prométhée 1937.;105; Strassburg; 1937;Ed. Prométhée;True;Okkupation, Die deutsche ~ der Ukraine
5604;;;;; Berlin; 1928;Kultur-Verl.;Liebeslehre, Die ~. Berlin: Kultur-Verl. 1928.;85; Berlin; 1928;Kultur-Verl.;False;Liebeslehre, Die ~
5605;;Erich;Muehsam;;;;;Muehsam, Erich: Sämtliche Schriften.;98;;;;False;Sämtliche Schriften
5606;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;Fritz Max;Cahen;;;;;Cahen, Fritz Max: sämtliche Schriften.;0;;;;False;sämtliche Schriften
5607;;Kurt;Martin;"S. 92 ist das Gesamtverbot der Schriften von Dr. Kurt Martin einzuschränken durch den Zusatz: Schriften bis 1939. 

In: Jahresliste 1941 des schädlichen und unerwünschten Schrifttums. S. 22";;;;Martin, Kurt: Sämtliche Schriften.;92;;;;False;Sämtliche Schriften
5608;;Eduard;Rosenbaum;;Jena;1911;Fischer;Rosenbaum, Eduard: Ferdinand Lassalle. Jena: Fischer 1911.;122;Jena;1911;Fischer;False;Ferdinand Lassalle
5609;"Jahresliste 1939 des schädlichen und unerwünschten Schrifttums.

Eine Schrift bereits in »Liste des schädlichen u. unerwünschten Schrifttums« S. 98.";Friedrich;Muckermann;;;;;"Muckermann, Friedrich: sämtliche Schriften.

Eine Schrift bereits in »Liste des schädlichen u. unerwünschten Schrifttums« S. 98.";9;;;;False;sämtliche Schriften
5610;;Abram B.;Genss;;Wien;1926;Agis-Verl.;Genss, Abram B.: Was lehrt die Freigabe der Abtreibung in Sowjetrussland? Wien: Agis-Verl. 1926.;45;Wien;1926;Agis-Verl.;False;Was lehrt die Freigabe der Abtreibung in Sowjetrussland?
5611;;Hans;Rau;;Berlin;1904;Schindler;Rau, Hans: Der Marquis de Sade und der Sadismus. Berlin: Schindler 1904.;115;Berlin;1904;Schindler;False;Der Marquis de Sade und der Sadismus
5612;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Wilhelm;Koenen;;;;;Koenen, Wilhelm, geb. 7. 4. 1886: sämtliche Schriften.;9;;;;True;sämtliche Schriften
