,gnd,person,sameAs,forename,surname,dateOfDeath,dateOfBirth
10,http://d-nb.info/gnd/118505319,"{'dateOfDeath': '1940', 'variantName': ['Manuel A. y Diaz', 'Manuel Azaña'], 'forename': 'Manuel', 'surname': 'Azaña y Diaz', 'biographicalOrHistoricalInformation': 'Span. Schriftsteller u. Politiker', 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/6/66/Estandarte_Presidencial_MA.svg', 'url': 'https://commons.wikimedia.org/wiki/File:Estandarte_Presidencial_MA.svg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Estandarte_Presidencial_MA.svg?width=270'}, 'preferredName': 'Manuel Azaña y Diaz', 'dateOfBirth': '1880'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118505319', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/12029685', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://en.wikipedia.org/wiki/Manuel_Azaña', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n79093003', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/22156967', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000108558146', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Manuel,Azaña y Diaz,1940,1880
11,http://d-nb.info/gnd/128653833,"{'dateOfDeath': '1949', 'forename': 'Walter', 'surname': 'Luetgebrune', 'biographicalOrHistoricalInformation': 'Dt. Rechtsanwalt', 'preferredName': 'Walter Luetgebrune', 'dateOfBirth': '1879'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/128653833', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://id.loc.gov/authorities/names/no95032310', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/219659122', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",Walter,Luetgebrune,1949,1879
12,http://d-nb.info/gnd/118714392,"{'dateOfDeath': '1935', 'variantName': ['Max Schraut', 'W. Belka', 'Walther Bekal'], 'forename': 'Walther', 'surname': 'Kabel', 'biographicalOrHistoricalInformation': 'Unterhaltungsschriftsteller', 'preferredName': 'Walther Kabel', 'dateOfBirth': '1878'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118714392', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://id.loc.gov/authorities/names/no90019316', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/ws/118714392', 'publisher': {'icon': 'http://wikisource.org/favicon.ico', 'name': 'Wikisource', 'abbr': 'WIKISOURCE'}}, {'@id': 'http://viaf.org/viaf/35251223', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/000000036851545X', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Walther,Kabel,1935,1878
13,http://d-nb.info/gnd/126897573,"{'periodOfActivity': '1926', 'preferredName': 'Victor Waksow', 'surname': 'Waksow', 'forename': 'Victor'}","[{'@id': 'http://viaf.org/viaf/57619425', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000014463373', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Victor,Waksow,,
14,http://d-nb.info/gnd/127399631,"{'periodOfActivity': '1914', 'preferredName': 'Benjamin'}","[{'@id': 'http://viaf.org/viaf/10867385', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",,,,
15,http://d-nb.info/gnd/118915770,"{'dateOfDeath': '1932', 'variantName': ['Albīr Lūndr'], 'forename': 'Albert', 'surname': 'Londres', 'biographicalOrHistoricalInformation': 'Franz. Reporter', 'preferredName': 'Albert Londres', 'dateOfBirth': '1884'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118915770', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/11913284', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://en.wikipedia.org/wiki/Albert_Londres', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://viaf.org/viaf/29537194', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000121258148', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Albert,Londres,1932,1884
16,http://d-nb.info/gnd/118581384,"{'dateOfDeath': '1984', 'forename': 'Johannes', 'surname': 'Messner', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4055930-0', '@value': 'Soziologe'}, {'@id': 'http://d-nb.info/gnd/4046517-2', '@value': 'Politiker'}, {'@id': 'http://d-nb.info/gnd/4030020-1', '@value': 'Katholischer Theologe'}], 'biographicalOrHistoricalInformation': 'Österr. kath. Theologe', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Johannes Messner', 'dateOfBirth': '1891'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118581384', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/12193798', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://id.loc.gov/authorities/names/n78014780', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/56580', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.deutsche-biographie.de/pnd118581384.html', 'publisher': {'name': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften und Bundesarchiv', 'abbr': 'HKBAWB'}}, {'@id': 'http://www.isni.org/0000000083490308', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Johannes,Messner,1984,1891
17,http://d-nb.info/gnd/1034350072,"{'variantName': ['Bruno Hugo Waldemar Strauss'], 'forename': 'Bruno', 'surname': 'Strauss', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4137254-2', '@value': 'Eisenbahner'}], 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'dateOfBirth': '1900', 'preferredName': 'Bruno Strauss', 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4050610-1', '@value': 'Rostock'}}","[{'@id': 'http://viaf.org/viaf/300139550', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",Bruno,Strauss,,1900
18,http://d-nb.info/gnd/118630652,"{'dateOfDeath': '1871', 'variantName': ['Wilhelm C. Weitling', 'Wilhelm Christian Weitling'], 'forename': 'Wilhelm', 'surname': 'Weitling', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4046517-2', '@value': 'Politiker'}], 'biographicalOrHistoricalInformation': 'Dt. Frühsozialist', 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/8/86/WilhelmWeitling.jpg', 'url': 'https://commons.wikimedia.org/wiki/File:WilhelmWeitling.jpg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/WilhelmWeitling.jpg?width=270'}, 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Wilhelm Weitling', 'dateOfBirth': '1808'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118630652', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://en.wikipedia.org/wiki/Wilhelm_Weitling', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n85339455', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/45095616', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.deutsche-biographie.de/pnd118630652.html?anchor=adb', 'publisher': {'name': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften und Bundesarchiv', 'abbr': 'HKBAWB'}}, {'@id': 'http://www.isni.org/0000000108571375', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Wilhelm,Weitling,1871,1808
19,http://d-nb.info/gnd/102103690,"{'dateOfDeath': '1977', 'variantName': ['Gustav von Scanzoni-Lichtenfels', 'Gustav F. Scanzoni von Lichtenfels', 'Gustav F. von Lichtenfels'], 'prefix': 'von', 'forename': 'Gustav', 'surname': 'Scanzoni', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4029050-5', '@value': 'Jurist'}], 'biographicalOrHistoricalInformation': 'Jurist; Schriftsteller', 'preferredName': 'Gustav von Scanzoni', 'dateOfBirth': '1885'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/102103690', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://viaf.org/viaf/2850900', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",Gustav,Scanzoni,1977,1885
20,http://d-nb.info/gnd/119442221,"{'dateOfDeath': '1946', 'forename': 'Helmut', 'surname': 'Schinkel', 'biographicalOrHistoricalInformation': 'Dt. Pädagoge', 'preferredName': 'Helmut Schinkel', 'dateOfBirth': '1902'}","[{'@id': 'http://id.loc.gov/authorities/names/n97057174', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/10656081', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",Helmut,Schinkel,1946,1902
21,http://d-nb.info/gnd/117535214,"{'forename': 'Conrad', 'affiliation': [{'@id': 'http://d-nb.info/gnd/11493-5', '@value': 'Freie Volksbühne (Berlin)'}, {'@id': 'http://d-nb.info/gnd/35259-7', '@value': 'Technische Hochschule Berlin'}], 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4398832-5', '@value': 'Staatswissenschaftler'}, {'@id': 'http://d-nb.info/gnd/4188566-1', '@value': 'Volkswirt'}, {'@id': 'http://d-nb.info/gnd/4028781-6', '@value': 'Journalist'}, {'@id': 'http://d-nb.info/gnd/4177294-5', '@value': 'Redakteur'}], 'relatedPerson': [{'@id': 'http://d-nb.info/gnd/118530380', 'relationship': 'Brieffreund', 'preferredName': 'Friedrich Engels'}], 'preferredName': 'Conrad Schmidt', 'familialRelationship': [{'@id': 'http://d-nb.info/gnd/118564943', 'relationship': 'Schwester', 'preferredName': 'Käthe Kollwitz'}], 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'dateOfDeath': '14. Oktober 1932', 'variantName': ['Konrad Schmidt'], 'surname': 'Schmidt', 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4005728-8', '@value': 'Berlin'}, 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4031541-1', '@value': 'Königsberg'}, 'academicDegree': 'Prof. Dr. phil.', 'dateOfBirth': '25. November 1863'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/117535214', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/12443010', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://viaf.org/viaf/51783410', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000083821285', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Conrad,Schmidt,14. Oktober 1932,25. November 1863
22,http://d-nb.info/gnd/101877935,"{'dateOfDeath': '1977', 'forename': 'Ernst', 'surname': 'Johannsen', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}, {'@id': 'http://d-nb.info/gnd/4176310-5', '@value': 'Publizist'}, {'@id': 'http://d-nb.info/gnd/4026955-3', '@value': 'Ingenieur'}, {'@value': 'Hörspielautor'}], 'biographicalOrHistoricalInformation': 'lebte 1939-1957 in England', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'dateOfBirth': '1898', 'preferredName': 'Ernst Johannsen', 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4023118-5', '@value': 'Hamburg'}}","[{'@id': 'http://data.bnf.fr/12842433', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://id.loc.gov/authorities/names/n2005024553', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/97934604', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000119533083', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Ernst,Johannsen,1977,1898
23,http://d-nb.info/gnd/118534602,"{'forename': 'Ernst', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4175053-6', '@value': 'Politologe'}, {'@id': 'http://d-nb.info/gnd/4029050-5', '@value': 'Jurist'}], 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/e/e8/Ernst_Fraenkel_Passfoto_1938.jpg', 'url': 'https://commons.wikimedia.org/wiki/File:Ernst_Fraenkel_Passfoto_1938.jpg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Ernst_Fraenkel_Passfoto_1938.jpg?width=270'}, 'preferredName': 'Ernst Fraenkel', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'dateOfDeath': '28. März 1975', 'surname': 'Fraenkel', 'biographicalOrHistoricalInformation': '1938-1951 Emigration in Großbritannien u.d. USA; Schwerpunkt Völkerrecht und Demokratietheorie', 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4005728-8', '@value': 'Berlin'}, 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4031483-2', '@value': 'Köln'}, 'academicDegree': 'Dr. jur., Professor', 'dateOfBirth': '26. Dezember 1898'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118534602', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/12174088', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://en.wikipedia.org/wiki/Ernst_Fraenkel_(political_scientist)', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n81037368', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/27108403', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.dhm.de/lemo/html/biografien/FraenkelErnst/index.html', 'publisher': {'icon': 'http://www.hdg.de/favicon.ico', 'name': 'Biographie bei LeMO Lebendiges virtuelles Museum Online', 'abbr': 'LEVIMUON'}}, {'@id': 'http://www.isni.org/0000000110230959', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Ernst,Fraenkel,28. März 1975,26. Dezember 1898
24,http://d-nb.info/gnd/118510762,"{'forename': 'Otto Julius', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}], 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/de/6/63/Martin_Möbius.JPEG', 'url': 'https://de.wikipedia.org/wiki/Datei:Martin_Möbius.JPEG?uselang=de', 'thumbnail': 'https://de.wikipedia.org/wiki/Special:FilePath/Martin_Möbius.JPEG?width=270'}, 'preferredName': 'Otto Julius Bierbaum', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'dateOfDeath': '1. Februar 1910', 'variantName': ['Simplicissimus', 'Martin Möbius', 'O. J. Bierbaum', 'Julius Otto Bierbaum', 'Otto Julius Birbaum', 'Otto J. Bierbaum'], 'surname': 'Bierbaum', 'biographicalOrHistoricalInformation': 'Herausgeber der Zeitschrift ""Die Insel""; Lyriker, Redakteur, Journalist', 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4012995-0', '@value': 'Dresden'}, 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4094132-2', '@value': 'Grünberg (Schlesien)'}, 'dateOfBirth': '28. Juni 1865'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118510762', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/12455801', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://en.wikipedia.org/wiki/Otto_Julius_Bierbaum', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n50011234', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://kulturportal-west-ost.eu/persons/bierbaum-otto-julius-ps-martin-mobius/', 'publisher': {'name': 'Biographie in der Ostdeutschen Biographie (Kulturportal West-Ost)', 'abbr': 'OSTDEBIB'}}, {'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/ws/118510762', 'publisher': {'icon': 'http://wikisource.org/favicon.ico', 'name': 'Wikisource', 'abbr': 'WIKISOURCE'}}, {'@id': 'http://viaf.org/viaf/7485204', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.deutsche-biographie.de/pnd118510762.html', 'publisher': {'name': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften und Bundesarchiv', 'abbr': 'HKBAWB'}}, {'@id': 'http://www.isni.org/0000000108671544', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Otto Julius,Bierbaum,1. Februar 1910,28. Juni 1865
25,http://d-nb.info/gnd/110182774,"{'variantName': ['O. N. Nikonova', ""Ol'ga Nikolaevna Nikonova"", 'O. N. Nikonowa', ""Ol'ga N. Nikonowa"", ""Ol'ga Nikolaevna Nikonowa""], 'forename': ""Ol'ga N."", 'surname': 'Nikonova', 'periodOfActivity': '1939–1982', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4362368-2', '@value': 'Linguistin'}], 'biographicalOrHistoricalInformation': 'Russ. Sprachwiss.', 'preferredName': ""Ol'ga N. Nikonova"", 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#female', '@value': 'Frau'}}",,Ol'ga N.,Nikonova,,
26,http://d-nb.info/gnd/116036028,"{'dateOfDeath': '23. September 1926', 'forename': 'Paul', 'surname': 'Kammerer', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4131826-2', '@value': 'Biologe'}, {'@id': 'http://d-nb.info/gnd/4128936-5', '@value': 'Genetiker'}, {'@id': 'http://d-nb.info/gnd/4398977-9', '@value': 'Zoologe'}, {'@value': 'Ichthyologe'}], 'biographicalOrHistoricalInformation': 'Habil. für Experimentelle Morphologie der Tiere an der Universität Wien; studierte auch am Wiener Konservatorium', 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/2/26/Paul_Kammerer.jpg', 'url': 'https://commons.wikimedia.org/wiki/File:Paul_Kammerer.jpg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Paul_Kammerer.jpg?width=270'}, 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Paul Kammerer', 'dateOfBirth': '17. August 1880'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/116036028', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://en.wikipedia.org/wiki/Paul_Kammerer', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n84041177', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/8128969', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000108680061', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Paul,Kammerer,23. September 1926,17. August 1880
27,http://d-nb.info/gnd/121672026,"{'dateOfDeath': '1938', 'variantName': ['A. Bram', 'N. V. Krylenko', 'N. W. Krylenko', 'Nikolaj Vasilʹevič Krylenko', 'Nikolaj W. Krylenko', 'N. Krylenko'], 'forename': 'Nikolaj V.', 'surname': 'Krylenko', 'biographicalOrHistoricalInformation': '1931-1936 Volkskommissar für Justiz der RSFSR; Sowjet. Jurist und Politiker', 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/e/ea/Krilenko.jpg', 'url': 'https://commons.wikimedia.org/wiki/File:Krilenko.jpg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Krilenko.jpg?width=270'}, 'preferredName': 'Nikolaj V. Krylenko', 'dateOfBirth': '1885'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/121672026', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/12264068', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://data.bnf.fr/13830246', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://en.wikipedia.org/wiki/Nikolai_Krylenko', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n84128150', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/56668317', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000108005058', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Nikolaj V.,Krylenko,1938,1885
